team1,team2,venue,city,toss_winner,toss_decision,winner
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore
Mumbai Indians,Deccan Chargers,Wankhede Stadium,Mumbai,Deccan Chargers,bat,Deccan Chargers
Kings XI Punjab,Delhi Daredevils,Himachal Pradesh Cricket Association Stadium,Dharamsala,Delhi Daredevils,field,Kings XI Punjab
Kochi Tuskers Kerala,Rajasthan Royals,Holkar Cricket Stadium,Indore,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala
Pune Warriors,Deccan Chargers,Dr DY Patil Sports Academy,Mumbai,Deccan Chargers,field,Deccan Chargers
Kings XI Punjab,Royal Challengers Bangalore,Himachal Pradesh Cricket Association Stadium,Dharamsala,Kings XI Punjab,bat,Kings XI Punjab
Chennai Super Kings,Kochi Tuskers Kerala,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,bat,Chennai Super Kings
Pune Warriors,Kolkata Knight Riders,Dr DY Patil Sports Academy,Mumbai,Kolkata Knight Riders,field,Kolkata Knight Riders
Mumbai Indians,Rajasthan Royals,Wankhede Stadium,Mumbai,Mumbai Indians,bat,Rajasthan Royals
Kings XI Punjab,Deccan Chargers,Himachal Pradesh Cricket Association Stadium,Dharamsala,Kings XI Punjab,field,Deccan Chargers
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore
Kolkata Knight Riders,Mumbai Indians,Eden Gardens,Kolkata,Mumbai Indians,field,Mumbai Indians
Royal Challengers Bangalore,Chennai Super Kings,Wankhede Stadium,Mumbai,Chennai Super Kings,field,Chennai Super Kings
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,Mumbai,Mumbai Indians,field,Mumbai Indians
Royal Challengers Bangalore,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",Chennai,Mumbai Indians,field,Royal Challengers Bangalore
Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,bat,Chennai Super Kings
Bangladesh,Australia,Shere Bangla National Stadium,Mirpur,Bangladesh,field,Australia
Bangladesh,Australia,Shere Bangla National Stadium,Mirpur,Bangladesh,bat,Australia
Bangladesh,Australia,Shere Bangla National Stadium,Mirpur,Australia,bat,Australia
Scotland,Netherlands,Mannofield Park,Aberdeen,Scotland,field,Scotland
South Africa,Australia,Newlands,Cape Town,South Africa,bat,Australia
South Africa,Australia,New Wanderers Stadium,Johannesburg,Australia,bat,South Africa
South Africa,Australia,SuperSport Park,Centurion,South Africa,field,Australia
South Africa,Australia,St George's Park,Port Elizabeth,South Africa,bat,South Africa
South Africa,Australia,Kingsmead,Durban,South Africa,bat,Australia
South Africa,Australia,Newlands,Cape Town,South Africa,field,South Africa
South Africa,Australia,New Wanderers Stadium,Johannesburg,South Africa,bat,Australia
South Africa,Sri Lanka,SuperSport Park,Centurion,South Africa,field,South Africa
South Africa,Sri Lanka,Kingsmead,Durban,Sri Lanka,bat,Sri Lanka
South Africa,Sri Lanka,Newlands,Cape Town,Sri Lanka,field,South Africa
South Africa,Sri Lanka,Boland Park,Paarl,South Africa,bat,South Africa
South Africa,Sri Lanka,Buffalo Park,East London,South Africa,field,South Africa
South Africa,Sri Lanka,Chevrolet Park,Bloemfontein,Sri Lanka,bat,South Africa
South Africa,Sri Lanka,De Beers Diamond Oval,Kimberley,South Africa,bat,Sri Lanka
South Africa,Sri Lanka,New Wanderers Stadium,Johannesburg,Sri Lanka,field,Sri Lanka
Sri Lanka,Australia,Pallekele International Cricket Stadium,,Australia,field,Sri Lanka
Sri Lanka,Australia,Pallekele International Cricket Stadium,,Sri Lanka,bat,Sri Lanka
Sri Lanka,Australia,Pallekele International Cricket Stadium,,Sri Lanka,bat,Australia
Sri Lanka,Australia,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,Sri Lanka,bat,Australia
Sri Lanka,Australia,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,Australia,field,Sri Lanka
Sri Lanka,Australia,R Premadasa Stadium,Colombo,Sri Lanka,bat,Australia
Sri Lanka,Australia,R Premadasa Stadium,Colombo,Sri Lanka,field,Sri Lanka
Sri Lanka,Australia,Galle International Stadium,,Australia,bat,Australia
United Arab Emirates,Kenya,Gymkhana Club Ground,Nairobi,United Arab Emirates,bat,United Arab Emirates
Kenya,Namibia,United Cricket Club Ground,Windhoek,Kenya,bat,Namibia
Scotland,Ireland,Castle Avenue,Dublin,Ireland,field,Ireland
Kenya,United Arab Emirates,Gymkhana Club Ground,Nairobi,Kenya,bat,Kenya
Kenya,United Arab Emirates,Gymkhana Club Ground,Nairobi,United Arab Emirates,field,United Arab Emirates
Australia,New Zealand,"Brisbane Cricket Ground, Woolloongabba",Brisbane,New Zealand,bat,Australia
Australia,New Zealand,Bellerive Oval,Hobart,Australia,field,New Zealand
Australia,India,Melbourne Cricket Ground,,Australia,bat,Australia
Australia,India,Sydney Cricket Ground,,India,bat,Australia
Australia,India,Western Australia Cricket Association Ground,Perth,Australia,field,Australia
Australia,India,Adelaide Oval,,Australia,bat,Australia
Australia,India,Stadium Australia,Sydney,India,field,Australia
Australia,India,Melbourne Cricket Ground,,Australia,bat,India
Australia,India,Melbourne Cricket Ground,,India,field,Australia
India,Sri Lanka,Western Australia Cricket Association Ground,Perth,Sri Lanka,bat,India
Australia,Sri Lanka,Western Australia Cricket Association Ground,Perth,Sri Lanka,field,Australia
Australia,India,Adelaide Oval,,Australia,bat,India
Australia,Sri Lanka,Sydney Cricket Ground,,Australia,bat,Sri Lanka
Australia,India,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Australia,bat,Australia
India,Sri Lanka,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Sri Lanka,bat,Sri Lanka
Australia,Sri Lanka,Bellerive Oval,Hobart,Australia,bat,Sri Lanka
Australia,India,Sydney Cricket Ground,,Australia,bat,Australia
India,Sri Lanka,Bellerive Oval,Hobart,India,field,India
Australia,Sri Lanka,Melbourne Cricket Ground,,Sri Lanka,bat,Sri Lanka
Australia,Sri Lanka,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Australia,bat,Australia
Australia,Sri Lanka,Adelaide Oval,,Australia,bat,Sri Lanka
Australia,Sri Lanka,Adelaide Oval,,Sri Lanka,field,Australia
New Zealand,Zimbabwe,McLean Park,Napier,Zimbabwe,field,New Zealand
New Zealand,Zimbabwe,University Oval,Dunedin,Zimbabwe,field,New Zealand
New Zealand,Zimbabwe,Cobham Oval (New),Whangarei,Zimbabwe,field,New Zealand
New Zealand,Zimbabwe,McLean Park,Napier,New Zealand,bat,New Zealand
New Zealand,Zimbabwe,Eden Park,Auckland,Zimbabwe,bat,New Zealand
New Zealand,Zimbabwe,Seddon Park,Hamilton,Zimbabwe,bat,New Zealand
New Zealand,South Africa,Westpac Stadium,Wellington,New Zealand,field,New Zealand
New Zealand,South Africa,Seddon Park,Hamilton,South Africa,field,South Africa
New Zealand,South Africa,Eden Park,Auckland,New Zealand,field,South Africa
New Zealand,South Africa,Westpac Stadium,Wellington,New Zealand,bat,South Africa
New Zealand,South Africa,McLean Park,Napier,South Africa,field,South Africa
New Zealand,South Africa,Eden Park,Auckland,South Africa,field,South Africa
New Zealand,South Africa,Seddon Park,Hamilton,South Africa,field,South Africa
India,England,Eden Gardens,Kolkata,India,bat,England
India,England,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,bat,India
India,England,Feroz Shah Kotla,Delhi,England,bat,India
India,England,"Punjab Cricket Association Stadium, Mohali",Chandigarh,England,bat,India
India,England,Wankhede Stadium,Mumbai,England,bat,India
India,England,Eden Gardens,Kolkata,England,field,India
Sri Lanka,England,Galle International Stadium,,Sri Lanka,bat,Sri Lanka
Sri Lanka,England,P Sara Oval,Colombo,Sri Lanka,bat,England
Zimbabwe,Bangladesh,Harare Sports Club,,Bangladesh,field,Zimbabwe
Zimbabwe,Bangladesh,Harare Sports Club,,Zimbabwe,field,Zimbabwe
Zimbabwe,Bangladesh,Harare Sports Club,,Zimbabwe,field,Zimbabwe
Zimbabwe,Bangladesh,Harare Sports Club,,Bangladesh,field,Zimbabwe
Zimbabwe,Bangladesh,Queens Sports Club,Bulawayo,Bangladesh,field,Bangladesh
Zimbabwe,Bangladesh,Queens Sports Club,Bulawayo,Zimbabwe,field,Bangladesh
Zimbabwe,Pakistan,Queens Sports Club,Bulawayo,Pakistan,field,Pakistan
Zimbabwe,Pakistan,Queens Sports Club,Bulawayo,Pakistan,bat,Pakistan
Zimbabwe,Pakistan,Harare Sports Club,,Zimbabwe,bat,Pakistan
Zimbabwe,Pakistan,Harare Sports Club,,Zimbabwe,field,Pakistan
Zimbabwe,Pakistan,Harare Sports Club,,Zimbabwe,field,Pakistan
Zimbabwe,Pakistan,Harare Sports Club,,Pakistan,bat,Pakistan
Ireland,Canada,Clontarf Cricket Club Ground,Dublin,Canada,field,Ireland
Ireland,Canada,Clontarf Cricket Club Ground,Dublin,Ireland,bat,Ireland
Namibia,Scotland,Wanderers Cricket Ground,Windhoek,Namibia,bat,Scotland
Sydney Sixers,Brisbane Heat,Sydney Cricket Ground,,Brisbane Heat,bat,Sydney Sixers
Melbourne Stars,Sydney Thunder,Melbourne Cricket Ground,,Sydney Thunder,field,Sydney Thunder
Adelaide Strikers,Melbourne Renegades,Adelaide Oval,,Melbourne Renegades,field,Adelaide Strikers
Perth Scorchers,Hobart Hurricanes,Western Australia Cricket Association Ground,Perth,Hobart Hurricanes,bat,Hobart Hurricanes
Brisbane Heat,Melbourne Stars,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Melbourne Stars,bat,Melbourne Stars
Hobart Hurricanes,Sydney Sixers,Bellerive Oval,Hobart,Hobart Hurricanes,bat,Hobart Hurricanes
Melbourne Renegades,Perth Scorchers,Docklands Stadium,Melbourne,Melbourne Renegades,bat,Perth Scorchers
Sydney Thunder,Adelaide Strikers,Stadium Australia,Sydney,Adelaide Strikers,bat,Sydney Thunder
Sydney Sixers,Melbourne Stars,Sydney Cricket Ground,,Sydney Sixers,bat,Sydney Sixers
Adelaide Strikers,Hobart Hurricanes,Adelaide Oval,,Hobart Hurricanes,bat,Hobart Hurricanes
Perth Scorchers,Brisbane Heat,Western Australia Cricket Association Ground,Perth,Perth Scorchers,bat,Perth Scorchers
Sydney Thunder,Melbourne Renegades,Stadium Australia,Sydney,Melbourne Renegades,bat,Melbourne Renegades
Hobart Hurricanes,Sydney Thunder,Bellerive Oval,Hobart,Sydney Thunder,bat,Hobart Hurricanes
Melbourne Renegades,Sydney Sixers,Docklands Stadium,Melbourne,Sydney Sixers,bat,Melbourne Renegades
Melbourne Stars,Perth Scorchers,Melbourne Cricket Ground,,Perth Scorchers,bat,Perth Scorchers
Sydney Thunder,Sydney Sixers,Stadium Australia,Sydney,Sydney Sixers,bat,Sydney Sixers
Perth Scorchers,Adelaide Strikers,Western Australia Cricket Association Ground,Perth,Perth Scorchers,bat,Perth Scorchers
Hobart Hurricanes,Melbourne Stars,Bellerive Oval,Hobart,Melbourne Stars,bat,Melbourne Stars
Adelaide Strikers,Sydney Sixers,Adelaide Oval,,Sydney Sixers,bat,Sydney Sixers
Melbourne Renegades,Brisbane Heat,Docklands Stadium,Melbourne,Brisbane Heat,bat,Brisbane Heat
Brisbane Heat,Sydney Thunder,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Sydney Thunder,field,Brisbane Heat
Hobart Hurricanes,Melbourne Renegades,Bellerive Oval,Hobart,Melbourne Renegades,bat,Hobart Hurricanes
Sydney Sixers,Perth Scorchers,Sydney Cricket Ground,,Sydney Sixers,bat,Sydney Sixers
Melbourne Stars,Adelaide Strikers,Melbourne Cricket Ground,,Adelaide Strikers,bat,Melbourne Stars
Perth Scorchers,Melbourne Stars,Western Australia Cricket Association Ground,Perth,Perth Scorchers,bat,Perth Scorchers
Hobart Hurricanes,Sydney Sixers,Bellerive Oval,Hobart,Sydney Sixers,bat,Sydney Sixers
Perth Scorchers,Sydney Sixers,Western Australia Cricket Association Ground,Perth,Perth Scorchers,bat,Sydney Sixers
England,West Indies,Kennington Oval,London,England,field,England
England,West Indies,Kennington Oval,London,England,field,West Indies
Zimbabwe,New Zealand,Harare Sports Club,,New Zealand,field,New Zealand
Zimbabwe,New Zealand,Harare Sports Club,,Zimbabwe,field,New Zealand
Zimbabwe,New Zealand,Harare Sports Club,,Zimbabwe,bat,New Zealand
Zimbabwe,New Zealand,Harare Sports Club,,New Zealand,field,New Zealand
Zimbabwe,New Zealand,Queens Sports Club,Bulawayo,New Zealand,bat,Zimbabwe
Zimbabwe,New Zealand,Queens Sports Club,Bulawayo,New Zealand,bat,New Zealand
Cape Cobras,Warriors,"St George's Park, Port Elizabeth",Port Elizabeth,Warriors,field,Cape Cobras
Lions,Impi,"Senwes Park, Potchefstroom",Potchefstroom,Impi,field,Lions
Dolphins,Impi,"City Oval, Pietermaritzburg",Pietermaritzburg,Dolphins,bat,Dolphins
Titans,Knights,"SuperSport Park, Centurion",Centurion,Knights,field,Knights
Cape Cobras,Impi,"Boland Park, Paarl",Paarl,Impi,field,Cape Cobras
Warriors,Lions,"St George's Park, Port Elizabeth",Port Elizabeth,Warriors,bat,Lions
Dolphins,Titans,"Kingsmead, Durban",Durban,Dolphins,bat,Titans
Cape Cobras,Lions,"New Wanderers Stadium, Johannesburg",Johannesburg,Lions,field,Lions
Lions,Knights,"Chevrolet Park, Bloemfontein",Bloemfontein,Lions,bat,Knights
Impi,Titans,"Willowmoore Park, Benoni",Benoni,Impi,bat,Titans
Warriors,Impi,"Willowmoore Park, Benoni",Benoni,Warriors,bat,Warriors
Dolphins,Warriors,"Kingsmead, Durban",Durban,Dolphins,bat,Warriors
Titans,Lions,"SuperSport Park, Centurion",Centurion,Lions,field,Lions
Cape Cobras,Titans,"Newlands, Cape Town",Cape Town,Titans,field,Titans
Knights,Lions,"Senwes Park, Potchefstroom",Potchefstroom,Lions,field,Lions
Cape Cobras,Lions,"Newlands, Cape Town",Cape Town,Lions,field,Cape Cobras
Knights,Cape Cobras,"Boland Park, Paarl",Paarl,Knights,bat,Cape Cobras
Lions,Titans,"New Wanderers Stadium, Johannesburg",Johannesburg,Titans,field,Lions
Knights,Dolphins,"Kingsmead, Durban",Durban,Knights,bat,Knights
Lions,Warriors,"New Wanderers Stadium, Johannesburg",Johannesburg,Warriors,field,Lions
Impi,Titans,"SuperSport Park, Centurion",Centurion,Impi,bat,Titans
Warriors,Cape Cobras,"Newlands, Cape Town",Cape Town,Cape Cobras,field,Warriors
Impi,Knights,"De Beers Diamond Oval, Kimberley",Kimberley,Impi,bat,Knights
Warriors,Knights,"De Beers Diamond Oval, Kimberley",Kimberley,Knights,field,Knights
Cape Cobras,Titans,"SuperSport Park, Centurion",Centurion,Cape Cobras,bat,Titans
Warriors,Titans,"SuperSport Park, Centurion",Centurion,Warriors,bat,Titans
Titans,Lions,"New Wanderers Stadium, Johannesburg",Johannesburg,Lions,field,Titans
Pakistan,Sri Lanka,Dubai International Cricket Stadium,,Sri Lanka,bat,Pakistan
Pakistan,Sri Lanka,Dubai International Cricket Stadium,,Sri Lanka,bat,Pakistan
Pakistan,Sri Lanka,Dubai International Cricket Stadium,,Sri Lanka,bat,Sri Lanka
Pakistan,Sri Lanka,Dubai International Cricket Stadium,,Pakistan,bat,Pakistan
Pakistan,Sri Lanka,Sharjah Cricket Stadium,,Pakistan,bat,Pakistan
Pakistan,Sri Lanka,Sheikh Zayed Stadium,Abu Dhabi,Sri Lanka,bat,Pakistan
Pakistan,Sri Lanka,Sheikh Zayed Stadium,Abu Dhabi,Sri Lanka,bat,Pakistan
England,Pakistan,Dubai International Cricket Stadium,,England,bat,Pakistan
England,Pakistan,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,bat,Pakistan
England,Pakistan,Dubai International Cricket Stadium,,Pakistan,bat,Pakistan
England,Pakistan,Sheikh Zayed Stadium,Abu Dhabi,England,bat,England
England,Pakistan,Sheikh Zayed Stadium,Abu Dhabi,England,bat,England
England,Pakistan,Dubai International Cricket Stadium,,Pakistan,bat,England
England,Pakistan,Dubai International Cricket Stadium,,Pakistan,bat,England
England,Pakistan,Dubai International Cricket Stadium,,England,field,Pakistan
England,Pakistan,Dubai International Cricket Stadium,,England,bat,England
England,Pakistan,Sheikh Zayed Stadium,Abu Dhabi,England,bat,England
Bangladesh,West Indies,Shere Bangla National Stadium,Mirpur,Bangladesh,field,Bangladesh
Bangladesh,West Indies,Shere Bangla National Stadium,Mirpur,Bangladesh,field,West Indies
Bangladesh,West Indies,Shere Bangla National Stadium,Mirpur,Bangladesh,bat,West Indies
Bangladesh,West Indies,Zahur Ahmed Chowdhury Stadium,Chittagong,Bangladesh,field,Bangladesh
Bangladesh,West Indies,Shere Bangla National Stadium,Mirpur,West Indies,bat,West Indies
Sri Lanka,Zimbabwe,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,Zimbabwe,field,Sri Lanka
Australia,Ireland,R Premadasa Stadium,Colombo,Ireland,bat,Australia
South Africa,Zimbabwe,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,South Africa,field,South Africa
Bangladesh,New Zealand,Pallekele International Cricket Stadium,,Bangladesh,field,New Zealand
Sri Lanka,South Africa,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,Sri Lanka,field,South Africa
Australia,West Indies,R Premadasa Stadium,Colombo,West Indies,bat,Australia
New Zealand,Pakistan,Pallekele International Cricket Stadium,,Pakistan,bat,Pakistan
England,India,R Premadasa Stadium,Colombo,England,field,India
Bangladesh,Pakistan,Pallekele International Cricket Stadium,,Bangladesh,bat,Pakistan
England,West Indies,Pallekele International Cricket Stadium,,West Indies,bat,West Indies
Pakistan,South Africa,R Premadasa Stadium,Colombo,South Africa,bat,Pakistan
Australia,India,R Premadasa Stadium,Colombo,India,bat,Australia
England,New Zealand,Pallekele International Cricket Stadium,,New Zealand,bat,England
Sri Lanka,West Indies,Pallekele International Cricket Stadium,,West Indies,bat,Sri Lanka
Australia,South Africa,R Premadasa Stadium,Colombo,Australia,field,Australia
India,Pakistan,R Premadasa Stadium,Colombo,Pakistan,bat,India
Sri Lanka,England,Pallekele International Cricket Stadium,,England,field,Sri Lanka
Australia,Pakistan,R Premadasa Stadium,Colombo,Australia,field,Pakistan
India,South Africa,R Premadasa Stadium,Colombo,South Africa,field,India
Sri Lanka,Pakistan,R Premadasa Stadium,Colombo,Sri Lanka,bat,Sri Lanka
Australia,West Indies,R Premadasa Stadium,Colombo,West Indies,bat,West Indies
Sri Lanka,West Indies,R Premadasa Stadium,Colombo,West Indies,bat,West Indies
England,West Indies,Lord's,London,England,field,England
England,West Indies,Trent Bridge,Nottingham,West Indies,bat,England
England,West Indies,Trent Bridge,Nottingham,West Indies,bat,England
England,West Indies,The Rose Bowl,Southampton,West Indies,field,England
England,West Indies,Kennington Oval,London,England,field,England
England,Australia,Lord's,London,Australia,field,England
England,Australia,Kennington Oval,London,Australia,bat,England
England,Australia,Riverside Ground,Chester-le-Street,England,field,England
England,Australia,Old Trafford,Manchester,England,field,England
England,South Africa,Kennington Oval,London,England,bat,South Africa
England,South Africa,Lord's,London,South Africa,bat,South Africa
England,South Africa,The Rose Bowl,Southampton,South Africa,bat,South Africa
England,South Africa,Kennington Oval,London,South Africa,bat,England
England,South Africa,Lord's,London,England,field,England
England,South Africa,Trent Bridge,Nottingham,England,bat,South Africa
England,South Africa,Riverside Ground,Chester-le-Street,South Africa,field,South Africa
England,South Africa,Edgbaston,Birmingham,South Africa,field,England
Bangladesh,Pakistan,Shere Bangla National Stadium,Mirpur,Bangladesh,field,Pakistan
